obs_date_time,JD,target_name,rel_flux,blue_over_red,comp_blue_over_red,target_flux,comp_name,comp_flux,airmass,rolling_average_window_size
2024-02-26 07:07:48.329009,2460366.7970871413,KELT-4,1.020080937543042,1.0587650157069521,1.0023945310861095,19881816.4303633,TYC 1973-1054-1,19706918.994654097,1.0230846,30
2024-02-26 07:08:58.347016,2460366.797897535,KELT-4,1.0230689643522075,1.0467317467179291,1.0001344500073166,19881587.964039467,TYC 1973-1054-1,19636337.329643223,1.0256955666666667,30
2024-02-26 07:10:07.343021,2460366.7986961,KELT-4,1.021686337641279,1.0464028330329473,0.9931466256408555,19854378.65038143,TYC 1973-1054-1,19635771.540124796,1.0283953,30
2024-02-26 07:12:25.347020,2460366.8002933683,KELT-4,1.019891364077292,1.0458784651470632,0.9940992202748805,19938407.438015927,TYC 1973-1054-1,19739650.968352504,1.0312515333333334,30
2024-02-26 07:17:01.347012,2460366.8034878126,KELT-4,1.0222580406997266,1.037860390119086,0.9986277037344532,20027176.06715995,TYC 1973-1054-1,19782466.555004556,1.0343999333333334,30
2024-02-26 07:18:10.347040,2460366.804286424,KELT-4,1.013703285740678,1.04360429550332,0.9988264544808337,20019155.66358591,TYC 1973-1054-1,19928914.61285496,1.0376383333333332,30
2024-02-26 07:22:17.343004,2460366.8071451737,KELT-4,0.998128828272691,1.0334032992079392,0.989331265629004,19964637.03697478,TYC 1973-1054-1,20101172.6117255,1.0411528666666667,30
2024-02-26 07:28:02.347007,2460366.8111382755,KELT-4,0.9966650294154192,1.035209172111008,0.9993156171174041,19909068.67954767,TYC 1973-1054-1,20074070.22002128,1.0450742666666666,30
2024-02-26 07:34:56.347015,2460366.8159299423,KELT-4,0.997480687716323,1.0306547943257685,0.9993820489646321,20042799.079550147,TYC 1973-1054-1,20197378.05646179,1.0495246999999999,30
2024-02-26 07:39:32.348012,2460366.8191243983,KELT-4,0.995042988294434,1.021523870646658,0.9980046219728329,20002011.57573567,TYC 1973-1054-1,20211174.830152333,1.0543469666666667,30
2024-02-26 07:40:41.366990,2460366.819923229,KELT-4,1.0051420905571247,1.0176397084095115,0.9971946792889842,20005764.766988598,TYC 1973-1054-1,20032093.802234564,1.0592659333333334,30
2024-02-26 07:44:08.343015,2460366.822318785,KELT-4,1.0038097060741473,1.0234044806567906,1.008158304915814,19996441.963797543,TYC 1973-1054-1,20046363.379510734,1.0644835000000001,30
