obs_date_time,JD,airmass,target_name,target_flux_red,flux_green,flux_blue,blue_over_red,comp_name,comp_flux_red,comp_flux_green,comp_flux_blue,comp_blue_over_red
2025-04-06 02:31:07.966,2460771.60495331,1.720429,XO-6,889742.1118105553,855541.797394307,1419278.0022379358,1.5951566003207565,TYC 4357-177-1,267118.0527691962,273430.69301333075,468620.49165243463,1.7543572468961763
2025-04-06 02:31:52.047,2460771.605463507,1.722401,XO-6,963787.3068794006,885259.4744077186,1471466.6290056824,1.5267545219806553,TYC 4357-177-1,248473.63219514146,266625.77260005195,477773.2368360713,1.9228327473429732
2025-04-06 02:32:35.986,2460771.60597206,1.724368,XO-6,936480.197979831,895599.3267240275,1452907.597883018,1.5514557606420518,TYC 4357-177-1,283145.793818053,282831.6509027086,501824.20935897285,1.7723173725880623
2025-04-06 02:33:19.787,2460771.606479016,1.726326,XO-6,901383.5083945403,847602.0807709864,1375590.853666068,1.5260883307218938,TYC 4357-177-1,245369.08906668512,263599.89682329475,494143.5289509848,2.013878483351622
2025-04-06 02:34:03.532,2460771.606985324,1.728325,XO-6,887275.3076516042,837823.7484436148,1397572.6099012692,1.5751284836273585,TYC 4357-177-1,245964.9638406882,263746.0082376989,441642.49122934666,1.7955504082093539
2025-04-06 02:35:31.610,2460771.6080047456,1.732386,XO-6,854432.7544450087,822365.3052111849,1381204.7173560522,1.6165165838629454,TYC 4357-177-1,305971.4035487511,296191.05680830526,473520.14400298765,1.5475960776430555
2025-04-06 02:36:15.307,2460771.6085104975,1.734433,XO-6,864195.9995894881,812336.4049257985,1369448.076084093,1.5846498673155285,TYC 4357-177-1,249767.31732915857,284105.4353991739,455436.4847454958,1.8234430733997669
2025-04-06 02:36:59.203,2460771.609018553,1.736515,XO-6,765638.7837586548,737281.8505704155,1248818.390379235,1.6310803695818108,TYC 4357-177-1,261220.3707402594,263053.6137884712,426045.91229175945,1.6309827257514764
2025-04-06 02:37:42.968,2460771.6095250924,1.738564,XO-6,793773.3449096641,762399.4450182823,1276347.3274992385,1.6079493418168307,TYC 4357-177-1,239834.28116654398,251833.08295171006,422847.3081284515,1.7630811828556776
2025-04-06 02:38:26.831,2460771.610032766,1.740573,XO-6,848017.5640050325,781182.693182594,1254776.289801677,1.4796583739086688,TYC 4357-177-1,349624.426981922,261592.76320880448,432094.5154381689,1.2358819409963915
2025-04-06 02:39:10.537,2460771.610538623,1.742619,XO-6,777516.3068247957,737358.5353949344,1180474.7531823085,1.518263659321958,TYC 4357-177-1,335147.65875775623,284718.735616185,434705.9195887443,1.2970579033731173
2025-04-06 02:39:54.473,2460771.6110471413,1.744643,XO-6,751737.6562254549,700928.0839698587,1179724.6547393296,1.569330264314332,TYC 4357-177-1,217342.158694193,228576.56815868575,412037.78230211185,1.8958023826470844
2025-04-06 02:40:38.558,2460771.6115573845,1.746672,XO-6,717042.152410157,692480.9275465673,1166189.6018512538,1.6263891849752492,TYC 4357-177-1,225563.15480151222,201741.857160071,373119.80435593,1.6541700025620876
2025-04-06 02:41:22.554,2460771.612066597,1.748742,XO-6,735459.943221369,720804.3509982515,1238061.3221029786,1.6833837566736516,TYC 4357-177-1,221370.43953693093,245579.89821763523,404766.74282931694,1.8284588659444307
2025-04-06 02:42:06.298,2460771.6125728935,1.750834,XO-6,709517.2201553881,679944.5272402937,1172143.7880296293,1.652030077258623,TYC 4357-177-1,215721.65804922537,215770.57354707955,393169.3577031739,1.8225771174698502
2025-04-06 02:43:10.558,2460771.6133166435,1.753845,XO-6,776813.1104948531,750306.4365901443,1227024.2614273007,1.5795617309363505,TYC 4357-177-1,238122.4874461918,233564.07968686603,462800.83760776924,1.9435410849735377
2025-04-06 02:43:54.258,2460771.6138224304,1.755958,XO-6,836059.2909368764,795271.8172885481,1067690.143310952,1.2770507485354456,TYC 4357-177-1,226354.421410635,273997.5822122526,433192.06421877415,1.91377778935853
2025-04-06 02:44:38.151,2460771.6143304515,1.758034,XO-6,770311.6009004845,757874.5457854085,1254429.9875133985,1.6284708500391085,TYC 4357-177-1,226784.36875021417,303170.88724874525,418391.9304695742,1.8448887494993151
2025-04-06 02:45:21.900,2460771.6148368055,1.760208,XO-6,802292.9546861759,761000.9077363637,1253024.8300217483,1.5618046035464441,TYC 4357-177-1,220875.3672495776,231860.64753117732,412905.0564734838,1.86940291991421
2025-04-06 02:46:05.661,2460771.6153432988,1.762384,XO-6,845496.7630090925,812903.2255907424,1347349.9973287147,1.593560207768915,TYC 4357-177-1,268708.2650527313,240464.66294718033,438088.0782517643,1.6303483562956052
2025-04-06 02:46:49.648,2460771.615852407,1.764599,XO-6,872810.6658515064,824176.7866898986,1387185.0878185937,1.5893310451989815,TYC 4357-177-1,228532.9502278574,265712.72835678904,468056.57210171816,2.048092284438831
