obs_date_time,JD,target_flux_red,flux_green,flux_blue,blue_over_red,comp_flux_red,comp_flux_green,comp_flux_blue,comp_blue_over_red
2025-02-07 04:46:14.342,2460713.6987771066,954675.6263424089,1132254.3749708931,2158407.0305774095,2.2608800005157605,283535.689460726,324413.46495100827,679629.4380761862,2.3969802156787225
2025-02-07 04:47:19.541,2460713.6995317247,886569.0842893095,1135906.684328989,2142799.681770748,2.416957369417474,256139.98782408537,325089.51956011774,667054.2352869024,2.6042565276649783
2025-02-07 04:48:24.599,2460713.7002847106,1080356.048547631,1148514.1352225842,2095359.6487777205,1.9395084163175673,272251.7261134526,324121.4487728326,665884.6835161305,2.4458419163103615
2025-02-07 04:49:29.821,2460713.701039595,862133.4071163831,1094050.1973969003,2227791.723387856,2.5840452359214945,254204.4554700643,312000.91448215104,665611.5143717995,2.618410102769357
2025-02-07 04:51:20.000,2460713.702314815,1033542.4112638842,1134141.2570302028,2217185.155657871,2.145229002210514,269617.5173742773,322949.35809815634,679015.6797454816,2.5184405166185346
2025-02-07 04:52:24.905,2460713.70306603,907373.0063429315,1117071.7047768452,2253208.8312760415,2.4832222421486345,268926.98939600895,320905.1626104672,646982.1159334873,2.405790944919896
2025-02-07 04:53:29.977,2460713.703819178,1185783.426905942,1134669.2621557815,2216808.5556205935,1.869488563695733,265611.7235602539,330225.0385633426,680096.43901379,2.560491042706217
2025-02-07 04:54:34.963,2460713.704571331,1013512.061515551,1197649.6806516994,2178514.016388039,2.1494702422489254,279544.57584562985,334511.88169422856,696683.7082219089,2.4922097168740334
2025-02-07 04:55:40.087,2460713.705325081,976931.7929462579,1104371.298889472,2252381.9328156235,2.305567235172916,263323.6693059609,327739.8468172992,671852.2845375623,2.551431423951958
2025-02-07 04:56:45.220,2460713.7060789354,910767.5526712739,1118465.8780180812,2228654.5991493138,2.447007024583482,260613.29384261413,314028.89532628114,676588.4635209827,2.596139489068345
2025-02-07 04:57:50.330,2460713.706832523,925799.8964950688,1173261.962339606,2146083.656963082,2.3180858683262047,260880.51829907965,326432.63210263866,671850.3032662162,2.575318033123466
2025-02-07 04:58:55.441,2460713.7075861227,996416.1537012261,1180736.6390767794,2085062.2331097273,2.0925616524427904,270603.2976240757,330613.44625172066,670351.9385289574,2.477249702478555
2025-02-07 05:00:00.413,2460713.7083381135,901747.8163990021,1145389.0152833892,2223885.101733807,2.466194052583977,265220.49643598276,324033.7067556111,677308.6286752033,2.5537567336493083
2025-02-07 05:01:05.373,2460713.709089965,840494.6428915226,1090909.3297858462,2246329.7754891044,2.6726283082080564,248409.39071541003,312251.69491014496,655246.4269151185,2.637768342927908
2025-02-07 05:03:30.103,2460713.710765081,700582.0040590764,881187.7834568149,1887051.9979294126,2.693549059205191,208684.0563069121,261003.31745678227,512642.1446512753,2.4565467708627025
2025-02-07 05:04:32.560,2460713.711487963,1051202.5811899295,1150407.350018387,2130065.8471793993,2.0263133722219644,265404.65350927174,331934.8815083748,689015.92470851,2.5960958694510596
2025-02-07 05:05:37.581,2460713.712240521,985374.9495738401,1169115.5301897929,2063540.9557655172,2.0941682723494925,279696.2276211719,339396.65267342963,690881.943422487,2.4701153437015106
2025-02-07 05:06:42.647,2460713.7129935995,960744.9137815334,1134594.4475962794,2241119.955053084,2.332689898124924,264696.1863418543,321327.11993427476,666194.6720018887,2.516827617385845
2025-02-07 05:07:47.738,2460713.7137469677,922058.5646792074,1169784.2860414176,2091168.8567074535,2.2679349629326313,274686.5041113531,336258.2655511435,683722.0816143006,2.48909965135066
2025-02-07 05:08:52.759,2460713.7144995253,1111749.550307061,1146419.9374304072,2160030.1484123464,1.9429107462339463,263446.0034114184,327919.5694085561,687585.3047843775,2.609966732767584
2025-02-07 05:09:57.709,2460713.7152512614,1038225.5768998852,1135526.8022908948,2137861.2417459087,2.059149080231203,255793.00667658914,320511.7651418318,661831.8539295542,2.587372745363358
2025-02-07 05:11:02.746,2460713.7160040047,1027350.1320862065,1182626.951567432,2094882.6073616894,2.0391126081890696,277023.0813668258,328093.3102837959,691213.049403525,2.495146057841444
2025-02-07 05:12:07.762,2460713.7167565045,1016804.4533259743,1157280.2904056208,2140913.5770305474,2.1055312749935395,268920.05330321647,328100.5980744981,656117.6867596378,2.439824322137267
2025-02-07 05:13:12.851,2460713.7175098495,1206897.9892890188,1152677.815430575,2187824.289062371,1.8127665374197979,266995.11866588966,331776.5746914252,674943.5409960202,2.5279246465948537
2025-02-07 05:14:49.999,2460713.718634248,838202.3872561516,1083555.5377409027,2247829.251277274,2.6817261385230884,238823.33495249873,303818.08130287053,642831.153425302,2.6916597306253984
2025-02-07 05:15:54.945,2460713.7193859373,806503.1815933019,942026.7826647348,2144430.9668487604,2.658924373506241,214978.02825943477,267158.1948274664,566600.5333592731,2.6356206629428263
2025-02-07 05:16:59.993,2460713.720138808,795939.8309975208,963940.5268192554,2232446.3200922953,2.80479281617865,244999.22343047117,278311.9136336076,581092.9150878382,2.3718153345606328
2025-02-07 05:18:05.085,2460713.7208921877,839514.805647724,1060989.8149180547,2280737.4503718754,2.716732849770508,257656.26224933277,309627.82169315754,637064.5403162425,2.4725366065419285
2025-02-07 05:19:10.159,2460713.721645359,1002025.970009103,1152549.234282235,2222890.7464888426,2.218396342031583,269352.021352123,326065.9825114543,691514.2789938834,2.567325374142521
2025-02-07 05:20:15.267,2460713.7223989237,915594.338378446,1154389.9545294847,2151089.754043202,2.34939171626254,266358.85997799784,329978.52432483545,669791.3103178492,2.5146199768732163
2025-02-07 05:21:20.215,2460713.7231506365,885505.5321720819,1142518.671507319,2168894.956346761,2.4493296513084637,261752.90167541892,319575.65567126765,652296.017878084,2.4920297490606225
2025-02-07 05:22:25.304,2460713.7239039815,990283.3942816262,1142400.1171362007,2191444.430697418,2.2129467618581455,282864.6920187993,319452.11177892494,646629.6552300506,2.286003426638611
2025-02-07 05:23:30.380,2460713.724657176,937472.2405708011,1180677.282871543,2085543.4883250322,2.224645592764648,289023.42880105996,334690.50708294526,690405.2672722405,2.3887519089238225
2025-02-07 05:24:35.536,2460713.7254112964,1059583.2686964704,1163697.2732056947,2043161.2416504126,1.9282686901653023,261540.27823757965,327812.69391582615,657896.7461063832,2.5154700856774292
2025-02-07 05:27:01.110,2460713.7270961804,714338.9960822059,882062.7605912208,2000051.7475033884,2.7998635920377826,208631.01154146105,247608.47928104099,530480.3274676013,2.542672460571277
2025-02-07 05:28:03.640,2460713.7278199075,889283.1248560753,1154707.0779879424,2188282.2833643816,2.460726198665404,275612.1319029118,319492.3701524899,666899.0973203458,2.419701530247842
2025-02-07 05:29:08.585,2460713.728571586,1092870.1753226286,1140350.9558041296,2247485.829275382,2.056498457021116,255977.13873044727,316119.79954247834,676369.50112595,2.6423043263960784
2025-02-07 05:30:13.721,2460713.7293254747,939921.7987594217,1102959.7627414765,2239055.0601782873,2.3821716478259765,256141.8894805431,319256.4819248675,665100.1709908945,2.596608357733757
2025-02-07 05:31:18.722,2460713.730077801,908505.3746145784,1115040.0248809943,2125516.471401516,2.339575010553172,268887.83056271216,321484.5206952676,652863.3814933121,2.4280138678163277
2025-02-07 05:32:23.734,2460713.7308302545,998288.0883284818,1128796.4026045545,2165415.756107883,2.1691291135544066,260271.12987743286,317565.51008174714,649683.8903518937,2.496181157924982
2025-02-07 05:33:28.665,2460713.731581771,886412.1757203233,1124830.4965543053,2264580.305701649,2.554771208846931,258368.32760678438,315968.77390277386,647261.6364791578,2.5051895581575985
2025-02-07 05:34:33.616,2460713.7323335186,1030784.608076376,1153845.9487059712,2096399.7755699332,2.03379033713181,262046.73722007734,324689.825453355,685128.907077715,2.6145294322146677
2025-02-07 05:35:38.585,2460713.7330854745,940127.5854755373,1153754.5642973848,2115647.5612101913,2.250383452092888,263924.0491187657,313171.49307144945,654535.4319098206,2.4800143605529485
