obs_date_time,JD,airmass,target_name,tmid,target_flux_red,flux_green,flux_blue,blue_over_red,comp_name,comp_flux_red,comp_flux_green,comp_flux_blue,comp_blue_over_red
2024-02-26 06:36:04.313,2460366.775049919,1.03653,KELT-4,2460366.7809,24282606.008809827,21916799.20945323,19352999.717389822,0.796990228741037,TYC 1973-1054-1,24282606.008809827,21916799.20945323,19352999.717389822,0.796990228741037
2024-02-26 06:37:13.320,2460366.7758486113,1.037775,KELT-4,2460366.7809,18229927.886234224,23160312.161888756,23744056.5526129,1.30247671306163,TYC 1973-1054-1,18229927.886234224,23160312.161888756,23744056.5526129,1.30247671306163
2024-02-26 06:38:22.347,2460366.7766475347,1.039059,KELT-4,2460366.7809,26229480.556519788,22879446.223812643,21887203.84963683,0.8344505260969185,TYC 1973-1054-1,26229480.556519788,22879446.223812643,21887203.84963683,0.8344505260969185
2024-02-26 06:40:40.347,2460366.778244757,1.041664,KELT-4,2460366.7809,27375964.617718663,21068818.663392186,21256230.092550445,0.7764559309370485,TYC 1973-1054-1,27375964.617718663,21068818.663392186,21256230.092550445,0.7764559309370485
2024-02-26 06:41:49.348,2460366.7790433797,1.043027,KELT-4,2460366.7809,21081708.152728107,24184412.996561565,24910883.486368023,1.181634965530267,TYC 1973-1054-1,21081708.152728107,24184412.996561565,24910883.486368023,1.181634965530267
2024-02-26 06:44:47.401,2460366.781104178,1.046693,KELT-4,2460366.7809,21650359.045169353,21821411.57929997,20338819.669935197,0.9394218187098939,TYC 1973-1054-1,21650359.045169353,21821411.57929997,20338819.669935197,0.9394218187098939
2024-02-26 06:48:14.348,2460366.7834993983,1.051036,KELT-4,2460366.7809,24026392.292357534,23177577.512112454,21132957.608069606,0.8795726528943636,TYC 1973-1054-1,24026392.292357534,23177577.512112454,21132957.608069606,0.8795726528943636
2024-02-26 06:49:23.347,2460366.7842979976,1.052544,KELT-4,2460366.7809,21665872.228694774,24791764.066867214,21542082.126880195,0.9942864011885647,TYC 1973-1054-1,21665872.228694774,24791764.066867214,21542082.126880195,0.9942864011885647
2024-02-26 06:50:32.343,2460366.7850965625,1.054062,KELT-4,2460366.7809,23108630.74458185,25465168.92886871,24512704.144081056,1.0607596968863424,TYC 1973-1054-1,23108630.74458185,25465168.92886871,24512704.144081056,1.0607596968863424
2024-02-26 06:52:50.347,2460366.786693831,1.057238,KELT-4,2460366.7809,20983221.344550833,23721537.82475254,24100617.988959678,1.1485661611827969,TYC 1973-1054-1,20983221.344550833,23721537.82475254,24100617.988959678,1.1485661611827969
2024-02-26 06:55:08.343,2460366.788291007,1.060543,KELT-4,2460366.7809,20355083.892080583,23281046.84680329,19676222.72129506,0.9666490605302961,TYC 1973-1054-1,20355083.892080583,23281046.84680329,19676222.72129506,0.9666490605302961
2024-02-26 07:00:53.347,2460366.7922841087,1.06904,KELT-4,2460366.7809,25577794.81592203,21882617.18961081,22842411.391472656,0.8930563231062197,TYC 1973-1054-1,25577794.81592203,21882617.18961081,22842411.391472656,0.8930563231062197
2024-02-26 07:07:48.329,2460366.7970871413,1.080314,KELT-4,2460366.7809,21626354.45972133,22480066.11178165,22051739.67090953,1.0196697604295941,TYC 1973-1054-1,21626354.45972133,22480066.11178165,22051739.67090953,1.0196697604295941
2024-02-26 07:08:58.347,2460366.797897535,1.0823,KELT-4,2460366.7809,24413130.15823152,22769198.33973548,22432717.62386359,0.9188792046930457,TYC 1973-1054-1,24413130.15823152,22769198.33973548,22432717.62386359,0.9188792046930457
2024-02-26 07:10:07.343,2460366.7986960993,1.084263,KELT-4,2460366.7809,22035840.322630268,24646705.842760094,23116539.891705718,1.0490428117672281,TYC 1973-1054-1,22035840.322630268,24646705.842760094,23116539.891705718,1.0490428117672281
2024-02-26 07:12:25.347,2460366.8002933683,1.088353,KELT-4,2460366.7809,21714199.789770883,23890622.023767136,20846283.488214247,0.9600300121598083,TYC 1973-1054-1,21714199.789770883,23890622.023767136,20846283.488214247,0.9600300121598083
2024-02-26 07:14:43.348,2460366.801890602,1.092612,KELT-4,2460366.7809,25854148.844444983,21759317.520720303,24892584.393509388,0.9628081180811259,TYC 1973-1054-1,25854148.844444983,21759317.520720303,24892584.393509388,0.9628081180811259
2024-02-26 07:17:01.347,2460366.8034878126,1.096836,KELT-4,2460366.7809,22064302.16166474,21865581.036864944,26323845.94557383,1.1930513710653294,TYC 1973-1054-1,22064302.16166474,21865581.036864944,26323845.94557383,1.1930513710653294
2024-02-26 07:18:10.347,2460366.8042864236,1.099045,KELT-4,2460366.7809,24416955.67242454,21830710.224896993,22980920.463277943,0.9411869674331107,TYC 1973-1054-1,24416955.67242454,21830710.224896993,22980920.463277943,0.9411869674331107
2024-02-26 07:22:17.343,2460366.8071451737,1.107122,KELT-4,2460366.7809,23688422.893713403,22047372.37215991,20580919.929785907,0.8688176508047656,TYC 1973-1054-1,23688422.893713403,22047372.37215991,20580919.929785907,0.8688176508047656
2024-02-26 07:28:02.347,2460366.8111382755,1.119136,KELT-4,2460366.7809,16166882.636052713,21064372.30414146,25966965.25022002,1.606182579213681,TYC 1973-1054-1,16166882.636052713,21064372.30414146,25966965.25022002,1.606182579213681
2024-02-26 07:34:56.347,2460366.8159299423,1.134685,KELT-4,2460366.7809,23133836.80477714,22818898.825439125,25271523.957400657,1.0924052145203205,TYC 1973-1054-1,23133836.80477714,22818898.825439125,25271523.957400657,1.0924052145203205
2024-02-26 07:39:32.348,2460366.8191243983,1.145597,KELT-4,2460366.7809,24784884.717258442,20489766.49084728,23101077.696634598,0.9320631489784029,TYC 1973-1054-1,24784884.717258442,20489766.49084728,23101077.696634598,0.9320631489784029
2024-02-26 07:40:41.367,2460366.819923229,1.148408,KELT-4,2460366.7809,22109230.45152431,25050322.452235106,22384000.67015209,1.0124278508575968,TYC 1973-1054-1,22109230.45152431,25050322.452235106,22384000.67015209,1.0124278508575968
2024-02-26 07:44:08.343,2460366.822318785,1.1573,KELT-4,2460366.7809,21275250.032532886,19537824.122835785,22388758.95541183,1.0523382296883106,TYC 1973-1054-1,21275250.032532886,19537824.122835785,22388758.95541183,1.0523382296883106
