obs_date_time,JD,target_flux_red,flux_green,flux_blue,blue_over_red,comp_flux_red,comp_flux_green,comp_flux_blue,comp_blue_over_red
2025-03-03 01:06:57.679,2460737.5465009143,379173.91454290756,141227.55209599074,396160.0398272042,1.0447977158575725,2508841.526885245,2143334.4669733928,1306150.086061873,0.5206188083483587
2025-03-03 01:09:50.118,2460737.548496736,655551.817984457,185701.9346326941,385113.50297071115,0.5874646250768877,2163614.2961260853,1969014.4387221762,803186.4101698133,0.37122439595999385
2025-03-03 01:11:05.164,2460737.549365324,799485.6599773596,155237.98839561365,394438.91594803025,0.4933658421830859,1643873.8914955012,1752057.3372632822,2518650.1233775057,1.5321431506441068
2025-03-03 01:12:20.238,2460737.5502342363,323062.19829297974,148309.3722092522,371848.0315903677,1.1510106522990502,2929544.659818964,1447905.6088970134,2157727.2226347583,0.7365401361616718
2025-03-03 01:13:35.353,2460737.5511036227,532810.0894064511,152594.1192226579,411494.4113092773,0.7723097206505246,1932063.1335668315,1643698.048237816,2118868.3113320754,1.0966868910853746
2025-03-03 01:14:59.701,2460737.5520798727,864844.6100498103,149448.6667987325,394645.42944330047,0.456319464626797,3236856.4912764975,1492803.2518470369,1391312.8988780794,0.4298345949620388
2025-03-03 01:16:15.511,2460737.5529573034,254505.76095055466,162168.38516067818,383881.4753978978,1.5083410055793522,3011464.0151543883,1894033.3830464892,821713.9982587078,0.2728619681735035
2025-03-03 01:17:30.401,2460737.5538240857,501785.7389414195,152772.7627900003,435497.31480802497,0.867894961954801,2512246.3760294532,1914231.6561282382,1319009.6511889666,0.5250319649275922
2025-03-03 01:18:45.093,2460737.5546885766,891688.3545849053,168245.45634267683,439135.6410388316,0.49247659093098284,1131412.999778407,2355451.0215579895,928850.3756451715,0.8209649136319731
2025-03-03 01:20:35.009,2460737.5559607525,1455504.2626021586,983938.3973763442,682436.5159531719,0.4688660373505936,2401479.100062618,1833275.7805497483,1868451.6455266143,0.7780420181370284
2025-03-03 01:20:46.654,2460737.5560955326,988431.5296317668,759755.0071748839,270421.19893294876,0.2735861724622365,2200547.8618923174,3370623.8951920834,2319311.159939115,1.0539698772762294
2025-03-03 01:20:58.164,2460737.55622875,1130098.6927244684,1377333.17298305,184648.67334096512,0.1633916351994088,3095995.5172197837,1927156.2281549603,2559518.3516546204,0.8267190108702347
2025-03-03 01:21:15.189,2460737.5564257987,1798390.8931459605,199914.85075937142,220458.9549033301,0.12258678340929369,2712660.4382873075,2741852.961170504,2157836.789468891,0.7954688168900654
2025-03-03 01:23:06.975,2460737.557719618,1300450.748819701,460169.15650013776,105495.46820236249,0.0811222326551859,209127.20694699217,86164.67007683271,47393.901546154295,0.22662714353645677
2025-03-03 01:24:21.777,2460737.558585382,1287975.1876772987,276585.7009490317,52917.41870596538,0.041085743896507265,189904.64211365944,131703.96834769053,48099.36005258389,0.2532816444992221
2025-03-03 02:02:06.149,2460737.584793391,168504.39679059296,137446.46466942324,339544.1269888367,2.015046096457658,1751768.860773032,1593428.8973507143,1491044.4895962272,0.8511650840386837
2025-03-03 02:03:22.049,2460737.5856718635,204057.17051214087,139946.36072710977,367752.48032881547,1.8022031737764155,1822152.4177366323,2481411.083954415,1830731.558574968,1.0047082454545664
2025-03-03 02:04:37.756,2460737.5865481016,280193.31997320656,150193.53776379026,307391.5288191625,1.097069440658174,2317770.1591126868,830735.1636055169,1815867.9947479938,0.783454730232252
2025-03-03 02:05:52.954,2460737.587418449,83599.3720152753,123772.92714902211,318449.9691483263,3.809238771436454,2928057.5734049594,2759400.607857979,1268875.860772101,0.4333507210708836
2025-03-03 02:07:08.827,2460737.588296609,154204.31608860125,145118.9422525929,295819.0880201927,1.9183580299414174,3688062.914981316,1812051.379806461,1519845.7839117155,0.4120986596345565
2025-03-03 02:08:24.595,2460737.589173553,292538.6802404556,142384.9627505314,345118.1927255486,1.1797352488288886,3287614.173703604,1527375.097361231,961617.8467153199,0.29249717147679355
2025-03-03 02:09:40.676,2460737.5900541204,360454.8726068458,127684.13933146202,328984.68026466016,0.9126931143568956,1896859.2410063904,2970011.646223519,1029366.8641440739,0.5426690826030597
2025-03-03 02:10:55.655,2460737.590921933,395896.7976074598,163498.18274931423,347587.92033296515,0.8779760847613777,1907153.7783473264,2182772.6041220324,790509.2809729435,0.41449687484455056
2025-03-03 02:12:10.595,2460737.591789294,373106.5691186389,175265.4648845774,295329.82685724634,0.7915428226173595,1785030.4341537852,1691850.1875566372,1873212.5923226627,1.0494009269991418
2025-03-03 02:13:26.451,2460737.592667257,200815.65954454555,234214.8962876929,377735.34288540005,1.8810054143293025,2238697.4706170117,2176098.7541731545,638282.3015385608,0.2851132454992423
